Provider_degree,Provider_closeness_centrality,Provider_eigenvector_centrality,Provider_pagerank,AttendingPhysician_degree,AttendingPhysician_closeness_centrality,AttendingPhysician_eigenvector_centrality,AttendingPhysician_pagerank
3.0,0.00020552794038167298,8.291073383915592e-19,1.946919089457621e-05,1.75,0.0001887067632735358,3.943121760293297e-20,1.236617571669496e-05
99.0,0.0920030266857325,1.9860356675397485e-07,0.0005990674897546134,1.0432432432432432,0.08316386398813023,5.217184404198639e-08,7.882120426074476e-06
3.0,0.0913085632631614,8.938333150463847e-08,2.13926744084574e-05,1.6,0.09471447328903525,1.4983490193985262e-06,1.1868069303767403e-05
4.0,0.17024750802559746,0.024127023313729696,2.4941613264333942e-05,3.5326460481099655,0.1401669938839705,0.003170614543743143,2.1450781286208302e-05
3.0,4.1443905673670685e-05,3.179575946054042e-20,2.6016771460973262e-05,1.0,2.4866343404202412e-05,2.8069523421323525e-20,9.747002023738128e-06
14.0,0.09128687832061261,4.1465936590622404e-08,8.563540827616479e-05,1.1194029850746268,0.08209671118539884,1.849269484896813e-08,8.329276029836665e-06
36.0,0.09164110484988248,8.885783340742431e-08,0.0002164827997716166,1.063157894736842,0.0822874314960466,2.8148758680774308e-08,7.951019414795396e-06
18.0,0.09240572082524055,4.4187026986840787e-07,0.00010713043616358825,1.1296296296296295,0.08500158790186595,3.13925538184391e-07,8.241836071929756e-06
1.0,1.3814635224556895e-05,-3.8839163578984916e-21,1.3814444383046915e-05,1.0,1.3814635224556895e-05,9.381835146771241e-20,1.3814444383046915e-05
1.0,1.3814635224556895e-05,-1.4499122286161366e-20,1.3814444383046915e-05,1.0,1.3814635224556895e-05,-5.995447226207362e-19,1.3814444383046915e-05
19.0,0.11881685314740405,3.387234773783669e-05,0.00012014665062981401,1.0116731517509727,0.10362407384901204,1.2007575212604814e-05,7.931057436377029e-06
1.0,0.062391608265472645,1.5763252179959348e-13,8.035388171137716e-06,2.0,0.06777974982772383,4.411534347292871e-12,1.5006445128098113e-05
2.0,2.762927044911379e-05,-2.7546733490129584e-20,1.9915607922010087e-05,1.0,1.8419513632742527e-05,-2.712793251111983e-20,1.0763862613565327e-05
1.0,1.3814635224556895e-05,-1.693316334466029e-19,1.3814444383046915e-05,1.0,1.3814635224556895e-05,-2.1250178909510066e-19,1.3814444383046915e-05
18.0,0.17026831193691536,0.024567894839708462,0.00010996497246184553,13.610169491525424,0.14122824427908406,0.01226377530268912,7.607200133062811e-05
3.0,4.1443905673670685e-05,2.5470640573863015e-19,2.6016771460973262e-05,1.0,2.4866343404202412e-05,1.2425904868245282e-19,9.747002023738128e-06
24.0,0.1702774152470061,0.024794579185840007,0.00014199570143617267,12.363636363636363,0.1410999186158091,0.011077718624686771,6.92528894581116e-05
75.0,0.11960023295222776,0.0001978296703129301,0.00044049939855496335,1.1676646706586826,0.10598414764760997,6.532124533394693e-05,8.390352927089457e-06
167.0,0.09174405840034902,1.6625387645255483e-07,0.0010089038375626907,1.0560344827586208,0.0826071934380167,3.203968999737889e-08,7.959527969711622e-06
2.0,0.1189290419854154,3.5838013564192505e-05,1.4751079927861831e-05,1.1428571428571428,0.1085489392761855,0.00014419648695074166,9.533837819292772e-06
6.0,0.09140664790266508,4.174902427914135e-08,3.74477243983643e-05,1.1650485436893203,0.08354692143026192,9.156255501112169e-08,8.597904959950327e-06
90.0,0.1192617791491115,0.00011279121666906654,0.0005417844799544305,1.0857142857142856,0.10563113828040055,5.730817379566561e-05,8.101357199031112e-06
1.0,1.3814635224556895e-05,-1.5422822533813156e-19,1.3814444383046915e-05,1.0,1.3814635224556895e-05,2.7412163579995346e-19,1.3814444383046915e-05
14.0,0.06247483227768611,1.5181427363521727e-13,8.885528854643542e-05,1.3103448275862069,0.058903642252834516,4.370900541143356e-13,9.613280919747116e-06
4.0,0.00014168856640571175,-1.1864654637582593e-18,2.8023217891909687e-05,1.25,0.00012993878285011615,-6.450189602279119e-19,9.814084613880087e-06
11.0,0.11913686433741257,9.902332953812636e-05,6.385044436672025e-05,1.1515151515151516,0.10566626189363201,8.633761473056398e-05,8.170142156734885e-06
7.0,9.670244657189826e-05,-1.158752163330594e-18,5.042142561682597e-05,1.0,5.2070548154099064e-05,-4.2161967649883827e-19,8.584875635364189e-06
1.0,1.3814635224556895e-05,-3.4559274785649705e-20,1.3814444383046915e-05,1.0,1.3814635224556895e-05,-1.662699174367551e-19,1.3814444383046915e-05
7.0,0.00021954068951457987,2.4136977073116974e-19,4.380854230528313e-05,1.3076923076923077,0.0002024334468352876,7.668431336237401e-20,9.528691790943592e-06
2.0,2.762927044911379e-05,1.6920147543879706e-19,1.9915607922010087e-05,1.0,1.8419513632742527e-05,2.0203984247049695e-19,1.0763862613565327e-05
2.0,0.09137667605320114,1.428088842669162e-07,1.465288568526569e-05,1.6666666666666667,0.09622689942972529,2.662758524709705e-06,1.2270333239875606e-05
1.0,1.3814635224556895e-05,3.8488316593180285e-19,1.3814444383046915e-05,1.0,1.3814635224556895e-05,-8.626283579726876e-20,1.3814444383046915e-05
3.0,4.1443905673670685e-05,-3.5573974706796653e-19,2.6016771460973262e-05,1.0,2.4866343404202412e-05,-4.513336731878974e-19,9.747002023738128e-06
3.0,0.0002506687843165566,4.338807380206298e-19,1.9600635429320834e-05,1.875,0.0002461305515331216,3.015967845455564e-19,1.3082861504262701e-05
1.0,1.3814635224556895e-05,-1.232252040591044e-19,1.3814444383046915e-05,1.0,1.3814635224556895e-05,-1.595147801969859e-19,1.3814444383046915e-05
21.0,0.09132689133090009,1.3117730315668484e-07,0.00012961021385790017,1.103448275862069,0.0825502809711089,1.2788511183895153e-07,8.308781905196664e-06
4.0,5.525854089822759e-05,-5.115861657026068e-19,3.2117934999936454e-05,1.0,3.1576309084701474e-05,-6.546270292256868e-21,9.238571728824533e-06
1.0,1.3814635224556895e-05,1.512652046401538e-19,1.3814444383046915e-05,1.0,1.3814635224556895e-05,-3.5887081228415064e-20,1.3814444383046915e-05
1.0,1.3814635224556895e-05,-9.360995205305179e-20,1.3814444383046915e-05,1.0,1.3814635224556895e-05,-1.228626084854817e-19,1.3814444383046915e-05
32.0,0.00044206832718582064,6.419872894036276e-18,0.00020295051409090532,1.0,0.00022454264238009936,1.0132270619711865e-18,7.903942204676337e-06
17.0,0.0002797463632972771,3.334335591483661e-18,0.00010823558833022476,1.0416666666666667,0.0001994193614624424,6.593374501393431e-19,8.142602208154582e-06
2.0,2.762927044911379e-05,6.8465471698055e-19,1.9915607922010087e-05,1.0,1.8419513632742527e-05,3.8960751405248003e-19,1.0763862613565327e-05
1.0,0.1187390159805494,3.0923349755792276e-05,7.750333977092626e-06,2.0,0.13990506159942023,0.0008654294759652024,1.3963441193454358e-05
60.0,0.11930581662408697,3.669571386534645e-05,0.0003570154691547653,1.108695652173913,0.10556835911893057,5.2848885410624734e-05,8.147950733345187e-06
54.0,0.1704232007052655,0.025824164992084588,0.00029137546834890905,7.266129032258065,0.1406676771057852,0.006352942935578337,4.087759551868569e-05
2.0,2.762927044911379e-05,-2.8821738947535035e-19,1.9915607922010087e-05,1.0,1.8419513632742523e-05,2.1869958606089832e-20,1.0763862613565327e-05
9.0,0.11897410384692568,3.293598990360486e-05,5.854311906525708e-05,1.3571428571428572,0.11649571746857058,0.0003265925852110547,9.857245105463453e-06
1.0,1.3814635224556895e-05,-1.556190785570481e-19,1.3814444383046915e-05,1.0,1.3814635224556895e-05,3.1264075545452246e-19,1.3814444383046915e-05
20.0,0.11891889191222209,3.313770305655004e-05,0.0001179470913903013,1.2222222222222223,0.10567314381831129,5.9714892053377846e-05,8.700419055736695e-06
3.0,4.1443905673670685e-05,-3.8773924973189343e-19,2.6016771460973262e-05,1.0,2.4866343404202412e-05,-1.9078543147717688e-19,9.747002023738126e-06
7.0,0.17025140837172018,0.024220150064100342,4.3484717647432676e-05,2.819753086419753,0.1400946564571544,0.0025241303496822353,1.7565897304838615e-05
3.0,5.764037455763394e-05,9.803389998710472e-19,2.1487882112392587e-05,1.75,5.544101279523385e-05,5.477013358629603e-19,1.301902111883047e-05
25.0,0.17027871579933865,0.02482685138471107,0.00014969850447509674,4.676543209876543,0.14030448550628655,0.004206615241781941,2.7485071118671118e-05
7.0,9.670244657189827e-05,9.311431975859582e-19,5.0421425616825974e-05,1.0,5.2070548154099064e-05,4.2941919277445457e-19,8.584875635364189e-06
40.0,0.07469930214159112,2.0118034016774866e-09,0.00024204184603212074,1.1568627450980393,0.07045653734593305,2.865478869605321e-09,8.489884749978272e-06
1.0,1.8419513632742527e-05,-1.5998052904291968e-19,1.0763862613565327e-05,2.0,2.762927044911379e-05,3.834325279159972e-19,1.9915607922010087e-05
2.0,8.224527017410616e-05,-1.028924068441085e-19,1.5226009446746944e-05,1.4166666666666667,8.468741900111506e-05,6.562341414802928e-20,1.1377902252236542e-05
18.0,0.11880735534673785,3.2189462208020236e-05,0.00011379445434620091,1.0384615384615385,0.10460260030864438,3.500249038540949e-05,8.051535568853251e-06
9.0,0.17041668710268237,0.02428371358377021,4.773940907306083e-05,5.894736842105263,0.1405549536346503,0.004800557569147708,3.341997471799626e-05
45.0,0.09142913969594821,9.374203533965925e-08,0.00027079184537902117,1.0819672131147542,0.08259704513910347,4.39401575662103e-08,8.027313786565179e-06
8.0,0.00011051708179645516,-9.28288987047296e-19,5.652258915578914e-05,1.0,5.894244362477609e-05,-9.228118968132572e-20,8.475926286454141e-06
1.0,1.3814635224556895e-05,8.711287601624823e-20,1.3814444383046915e-05,1.0,1.3814635224556895e-05,3.9269979437718583e-19,1.3814444383046915e-05
1.0,1.3814635224556895e-05,-1.7902435277862488e-20,1.3814444383046915e-05,1.0,1.3814635224556895e-05,-8.481660547422045e-20,1.3814444383046915e-05
1.0,1.3814635224556893e-05,2.230218633728376e-20,1.3814444383046916e-05,1.0,1.3814635224556893e-05,8.732643944012615e-20,1.3814444383046916e-05
22.0,0.0002797463632972771,5.555886764581973e-18,0.00013970571321825646,1.0087719298245614,0.00016270738264913463,1.0988710592834121e-18,7.934525165964895e-06
3.0,4.1443905673670685e-05,2.1149646520193486e-19,2.6016771460973262e-05,1.0,2.4866343404202412e-05,2.258851078804846e-20,9.747002023738128e-06
1.0,0.07429230761668326,1.1359527435267406e-10,7.931854996697935e-06,2.0,0.08205992488772662,3.1791089675120785e-09,1.471173197498598e-05
2.0,0.17024490789413005,0.024065335655581385,1.252978087105085e-05,7.245762711864407,0.14055570806084086,0.006552943337879404,4.159916975893413e-05
88.0,0.17042841194584604,0.02715253981093125,0.000502847801345668,3.3217391304347825,0.14025725654635618,0.00294987880959323,1.9873898735849154e-05
3.0,4.1443905673670685e-05,-6.739301015826946e-19,2.6016771460973262e-05,1.0,2.4866343404202412e-05,-1.6177113577248624e-19,9.747002023738128e-06
4.0,0.07419958471635257,5.2332621521138704e-11,2.221409417466713e-05,2.1666666666666665,0.07250866083345779,4.86942098680994e-10,1.3251626262272801e-05
5.0,0.170248808121115,0.024157985889869393,3.1133222805979736e-05,34.5,0.1434242232853119,0.03139848450566571,0.00018915141667971502
6.0,0.17025010823648912,0.024189028037614725,3.731407678710181e-05,82.88888888888889,0.1485133097709052,0.07550598062825277,0.00045120759635203255
30.0,0.07437161460425804,1.1851179016837215e-10,0.00017987718171555425,1.2553191489361701,0.06824561690907614,7.226038365007375e-11,8.87231680175528e-06
22.0,0.11884662275882664,3.1900163587953245e-05,0.00013479512806027752,1.0338983050847457,0.10384063038194255,1.5846462971143417e-05,7.851780128356276e-06
26.0,0.11906623775487214,6.81012680001003e-05,0.0001514933758152206,1.2131147540983607,0.10820978864624708,0.00012295471031366245,8.590122951419171e-06
23.0,0.07465027749637536,1.972789797045139e-10,0.00013959106252804822,1.0987654320987654,0.06852034612016747,1.3936971175249915e-10,8.190859199180602e-06
28.0,0.09136918616172136,5.058190022909802e-08,0.00017519653744137997,1.0298507462686568,0.08248489756597954,4.255342521378338e-08,7.972926306129387e-06
37.0,0.07432202790802962,1.772236209014907e-10,0.000219730556604237,1.1162790697674418,0.0688789102567742,1.1622847773748924e-10,8.16886773143676e-06
1.0,0.06257601333660802,1.2390449657829542e-12,8.023821788045749e-06,2.0,0.06799743622315793,3.467626454752606e-11,1.4996952615226824e-05
2.0,0.11873964839184907,6.192586513324448e-05,1.2256171326534739e-05,2.0,0.13990506159942023,0.000866537251529764,1.2584752355793957e-05
2.0,0.09134522675798155,8.99528030602195e-08,1.3454347953004751e-05,2.0,0.10107059747248383,2.2457533896796126e-06,1.3651385615819253e-05
71.0,0.07454344703990641,6.175651160172478e-11,0.0004317551329164791,1.0254545454545454,0.06812970781761347,7.922162403278334e-12,7.819323331516113e-06
7.0,0.00011090082166380397,-8.31659019768303e-20,4.7143491212137276e-05,1.1333333333333333,8.317561624785297e-05,-4.4372744342005485e-20,8.963929972873439e-06
7.0,9.670244657189827e-05,2.8449951763306766e-19,5.042142561682597e-05,1.0,5.207054815409906e-05,-9.695145219135296e-20,8.584875635364189e-06
1.0,1.3814635224556893e-05,2.050463807535363e-21,1.3814444383046915e-05,1.0,1.3814635224556893e-05,2.768067393613976e-20,1.3814444383046915e-05
8.0,0.00011051708179645516,-3.13027730228536e-19,5.652258915578914e-05,1.0,5.894244362477608e-05,3.3198248945159914e-19,8.475926286454141e-06
4.0,5.525854089822759e-05,-6.112934420815067e-19,3.2117934999936454e-05,1.0,3.1576309084701474e-05,-2.2704413771941033e-19,9.238571728824533e-06
3.0,4.933798294484606e-05,8.902855447454986e-19,2.013831460985745e-05,2.6315789473684212,4.592812766423469e-05,-7.114636294509148e-19,1.783872542816729e-05
17.0,0.00023484879881746724,1.753647543189844e-18,0.0001114330610064578,1.0,0.00012098271454233161,7.441459598755351e-19,8.072172816963925e-06
17.0,0.0749046020550813,8.11980326045609e-10,0.00010750446203436905,1.0238095238095237,0.06872210589683994,5.583248901385374e-10,7.965423337511956e-06
1.0,1.3814635224556895e-05,-8.329535171229244e-20,1.3814444383046915e-05,1.0,1.3814635224556895e-05,-9.120132075016828e-20,1.3814444383046915e-05
1.0,0.00011991870854650082,-8.034562910521364e-20,8.151070041055474e-06,2.0,0.00017987806281975123,-3.8564178257505893e-19,1.5244735972863724e-05
1.0,0.0743726070130971,1.2022428937054294e-10,8.351864233187207e-06,2.0,0.08215790454055831,3.364630427106697e-09,1.5383700996481607e-05
1.0,1.3814635224556893e-05,-2.9182254375362397e-19,1.3814444383046916e-05,1.0,1.3814635224556893e-05,-2.9572350058596184e-21,1.3814444383046916e-05
1.0,0.06289838628016683,1.0339645751446314e-12,7.994571831122298e-06,3.0,0.06837825798776535,2.8936828169623272e-11,2.1919276013163054e-05
2.0,3.1576309084701474e-05,7.379243134675878e-20,1.6865026152528506e-05,1.5833333333333333,3.069918938790421e-05,8.824235748230134e-20,1.3601077555755425e-05
16.0,0.00022103416359291032,2.64205331545547e-18,0.00010533189746749457,1.0,0.00011408214895117951,5.059832439636538e-19,8.094603565268935e-06
3.0,0.17024620794993595,0.024096140003633557,1.874016351287467e-05,19.425,0.14183730830449578,0.01765545556410546,0.00010753605034091321
10.0,0.11896712019648134,3.4808291483950816e-05,6.200403483779846e-05,1.4259259259259258,0.10536224602267642,5.467300116540648e-05,1.016365834150384e-05
27.0,0.00034536588061392237,1.1186453564231187e-17,0.00016712965998267395,1.1,0.00023422336185647283,2.058384502659478e-18,8.343064298034995e-06
6.0,0.11897981835262605,3.1204487699280776e-05,3.684731741967135e-05,1.4285714285714286,0.11382357127568302,0.0002487160178819784,9.815064494872913e-06
7.0,9.670244657189827e-05,1.3318341407649921e-18,5.0421425616825974e-05,1.0,5.2070548154099064e-05,3.3120985142396033e-19,8.584875635364189e-06
22.0,0.11883015261980785,3.2148281536347334e-05,0.00013701862056142477,1.0909090909090908,0.1043199138030524,2.7646867640766063e-05,8.250420526490709e-06
4.0,0.00027246978656736117,-2.0706266375934712e-19,2.7029421510605067e-05,1.6666666666666667,0.00026624256714623794,2.36068529334337e-19,1.202478059232688e-05
4.0,5.525854089822758e-05,1.996347477983444e-21,3.2117934999936454e-05,1.0,3.1576309084701474e-05,-2.3502311731018676e-19,9.238571728824533e-06
1.0,1.3814635224556895e-05,-4.859837134032377e-19,1.3814444383046915e-05,1.0,1.3814635224556895e-05,-1.172790076280539e-19,1.3814444383046915e-05
1.0,1.3814635224556895e-05,2.7842548949508586e-20,1.3814444383046915e-05,1.0,1.3814635224556895e-05,-1.4925420393938438e-19,1.3814444383046915e-05
60.0,0.17042059520448266,0.025997685261548397,0.0003336607522445882,7.882882882882883,0.14072737088146475,0.006983079008946518,4.441903708384078e-05
63.0,0.17056923601006863,0.026101688562271682,0.0003682882940385332,4.458333333333333,0.14047905295642157,0.004042573864329538,2.6178044656992584e-05
4.0,0.11884852345327966,3.259434853727849e-05,2.7166702412169435e-05,1.1428571428571428,0.10848065999506858,0.00013081263956754547,8.889880495882469e-06
22.0,0.0003039219749402517,-1.000677004311653e-18,0.00014193887870127354,1.0,0.00015549496392291948,-3.6850900727311626e-19,7.990606459491153e-06
1.0,0.00042489081504374303,-1.4831467925553157e-19,8.593582459198539e-06,2.0,0.0004895055472854183,6.719195422006702e-19,1.574304360165632e-05
70.0,0.17095115038079328,0.026360521564792686,0.00039178612843001817,8.069767441860465,0.1411131929236863,0.0071919027621373185,4.551177118726288e-05
1.0,1.3814635224556895e-05,2.4906450161397353e-19,1.3814444383046915e-05,1.0,1.3814635224556895e-05,6.680157083483245e-20,1.3814444383046915e-05
21.0,0.07406794605711063,3.450022710892344e-10,0.00012625408178905834,1.1131221719457014,0.06927574250734443,3.666431996257911e-10,8.187543693475701e-06
1.0,1.3814635224556895e-05,2.0887952017639155e-20,1.3814444383046915e-05,1.0,1.3814635224556895e-05,-7.575693343456847e-20,1.3814444383046915e-05
11.0,0.0002149117684365726,1.3231317313932386e-18,7.145662761226157e-05,1.1,0.0001635332202117719,5.8006050463869185e-19,8.576114904270256e-06
46.0,0.0006354732203296172,-5.683236380976443e-18,0.00028836680363638923,1.0,0.0003212282212655208,-7.599532922228856e-19,7.8459148340612e-06
5.0,6.907317612278448e-05,2.0653663571532693e-19,3.8219098538899636e-05,1.0,3.8373986734880266e-05,-3.8705952243602563e-19,8.933513551876374e-06
5.0,9.713415392266568e-05,1.2210390899895195e-18,3.447634516550221e-05,1.2142857142857142,8.712196714542017e-05,4.79706880436716e-19,9.488334171162584e-06
24.0,0.0003315512453893655,-3.715755786498193e-18,0.00015414120577919991,1.0,0.00016930276360308024,-7.056429592252817e-19,7.967495991540537e-06
2.0,2.762927044911379e-05,-1.770667104247839e-19,1.9915607922010087e-05,1.0,1.8419513632742527e-05,-9.334963312944488e-20,1.0763862613565327e-05
37.0,0.11915150915497559,0.0001437392459705187,0.00021230135043279633,1.1785714285714286,0.10803805735745796,0.00012482447409201767,8.279986309667052e-06
19.0,0.11890874357140958,0.00010478125259110759,0.00011355459142247094,1.0615384615384615,0.10553215331508259,6.243737382415694e-05,7.87879172471088e-06
2.0,2.762927044911379e-05,3.235040161364258e-20,1.9915607922010087e-05,1.0,1.8419513632742523e-05,-1.373669458875462e-20,1.0763862613565327e-05
3.0,0.17024620794993595,0.024096140003633557,1.874016351287467e-05,10.2125,0.14086855115571498,0.009258226965285348,5.7643646682962425e-05
2.0,2.762927044911379e-05,-2.658683327922968e-19,1.9915607922010087e-05,1.0,1.8419513632742527e-05,-5.330413021706955e-19,1.0763862613565327e-05
1.0,1.3814635224556895e-05,-5.112717647371056e-20,1.3814444383046915e-05,1.0,1.3814635224556895e-05,-1.1072690692124055e-20,1.3814444383046915e-05
2.0,2.762927044911379e-05,1.2556194718846057e-19,1.9915607922010087e-05,1.0,1.8419513632742527e-05,-3.389325118722605e-20,1.0763862613565327e-05
20.0,0.17027221323633654,0.02463218946739254,0.00012083599028868507,3.568287037037037,0.14018778427593917,0.0032126598426985976,2.149486078719968e-05
9.0,0.09119389952697485,4.0989291938531426e-08,5.9239421091169556e-05,1.3333333333333333,0.08886030214845282,3.7945000338377256e-07,9.911089161027943e-06
41.0,0.11889986519394362,0.0003131311467214827,0.0002282674849980076,1.1791044776119404,0.10875467177147984,0.0001660439711792887,8.075805275219585e-06
3.0,0.0002466365763642899,-2.0717430253660746e-19,1.8654254725760983e-05,1.7142857142857142,0.00028877971741764723,1.0697578230338866e-19,1.1529474340043163e-05
24.0,0.11899950585259365,3.4000846558264434e-05,0.0001475870256029088,1.0465116279069768,0.10419105706127188,2.2666057522468677e-05,7.967013181617251e-06
1.0,1.3814635224556895e-05,-2.3336478249718356e-19,1.3814444383046915e-05,1.0,1.3814635224556895e-05,8.928288338654537e-20,1.3814444383046915e-05
14.0,0.00019340489314379652,1.0110780014234738e-18,9.312957038956828e-05,1.0,0.00010028401866715376,9.975496845648503e-20,8.149078239723968e-06
195.0,0.170863368231363,0.0320538555564668,0.0011670280894578826,5.661087866108787,0.14080474846809193,0.005369902002275552,3.283853452331634e-05
2.0,0.11877254306493208,3.330673416516682e-05,1.4583345074169904e-05,1.736842105263158,0.11671513846818242,0.0003437300682426731,1.3085292449482902e-05
9.0,0.00012433171702101205,1.1570109303289183e-18,6.262375269475231e-05,1.0,6.582267371700639e-05,6.9611577745748085e-19,8.391187903968535e-06
49.0,0.07433441838201367,8.330457478454276e-10,0.00029139149208287814,1.0655737704918034,0.06873667456594301,5.384392987073322e-10,7.888780739541807e-06
15.0,0.1702618101684742,0.02451940187650138,8.993067519318766e-05,24.806451612903224,0.1424190899662254,0.022587895612897167,0.0001364965394260772
4.0,5.5258540898227574e-05,-1.9676539451454018e-19,3.2117934999936454e-05,1.0,3.1576309084701474e-05,-4.4072476910953984e-20,9.238571728824533e-06
8.0,0.17048054188557193,0.024251477682456526,4.541706787030935e-05,12.36923076923077,0.1412521590203287,0.011201567563035739,6.885834711027063e-05
28.0,0.17027871579933865,0.0248927258072864,0.00017212433582441096,4.838541666666667,0.14032527941052653,0.0043881588105610355,2.8491539353461777e-05
41.0,0.07444313580116073,7.964476919386776e-11,0.000251746172791173,1.0454545454545454,0.0684248192224949,6.68543081549523e-11,7.97708038529731e-06
15.0,0.1705640161540228,0.024536231482468012,7.947149351542389e-05,21.56756756756757,0.14223985847318135,0.01926989873184801,0.00011827377793534223
3.0,4.1443905673670685e-05,5.858142505859975e-22,2.6016771460973262e-05,1.0,2.4866343404202412e-05,-9.900774786104364e-22,9.747002023738128e-06
25.0,0.17027481420194007,0.024980133227687808,0.00015077100151298113,11.123287671232877,0.14100171374371895,0.0102326668697745,6.242489289000907e-05
81.0,0.11936394478599813,3.5589892673879925e-05,0.0004912176972128674,1.0823045267489713,0.10542866736008659,4.5371193159586135e-05,8.12162350894754e-06
20.0,0.00026393224139548176,-5.21215438427764e-18,0.00012517672869177742,1.3027522935779816,0.00017420965303322045,-1.6520478025729663e-18,9.690154401553614e-06
1.0,1.3814635224556895e-05,6.058027669860878e-20,1.3814444383046915e-05,1.0,1.3814635224556895e-05,6.098441832574273e-20,1.3814444383046915e-05
23.0,0.09135271272172237,9.315997637632104e-08,0.00014186343568519581,1.078125,0.08350307457583393,9.630048725684244e-08,8.168169148738163e-06
419.0,0.1711046580717603,0.05196626153745479,0.002522958013827688,2.731707317073171,0.140658820103108,0.003423497729855567,1.7007862355229548e-05
1.0,1.3814635224556895e-05,-1.2198714948162957e-19,1.3814444383046915e-05,1.0,1.3814635224556895e-05,-1.3734478347720202e-19,1.3814444383046915e-05
9.0,0.07425321213233241,2.1921373251871663e-10,5.91344954951139e-05,1.0031645569620253,0.06788028950879607,2.7024294313344855e-11,8.056097784103059e-06
1.0,1.3814635224556895e-05,1.3900034674005805e-20,1.3814444383046915e-05,1.0,1.3814635224556895e-05,-2.36659970267553e-20,1.3814444383046915e-05
2.0,2.762927044911379e-05,1.8296367275363035e-19,1.9915607922010087e-05,1.0,1.8419513632742527e-05,3.73533834731473e-19,1.0763862613565327e-05
1.0,1.3814635224556895e-05,4.438638224590066e-19,1.3814444383046915e-05,1.0,1.3814635224556895e-05,1.6471849545693876e-19,1.3814444383046915e-05
3.0,0.07411719418028893,5.5748840421775295e-11,2.1169112813570816e-05,2.1555555555555554,0.07588233320364249,8.999895619185236e-10,1.5319544711545235e-05
8.0,0.17026441081626428,0.02425139263089887,4.780274787626973e-05,5.209039548022599,0.14035022976154066,0.0046619226257589045,3.0331171971080742e-05
5.0,6.907317612278448e-05,-9.809296841685643e-19,3.8219098538899636e-05,1.0,3.8373986734880266e-05,-3.8528199765498313e-19,8.933513551876374e-06
1.0,3.315512453893655e-05,-1.0672451573546865e-19,8.77263135491188e-06,2.0,4.9732686808404824e-05,1.0229817479777088e-19,1.6301128384411587e-05
1.0,0.11873648640271416,3.0804398459934425e-05,8.026737658728353e-06,2.0,0.13990154982702205,0.0008621004718808224,1.4756312230070868e-05
7.0,9.670244657189827e-05,1.7007702225817698e-18,5.0421425616825974e-05,1.0,5.2070548154099064e-05,-2.8029494803913656e-19,8.584875635364189e-06
9.0,0.00012433171702101205,2.2794799437422415e-18,6.262375269475231e-05,1.0,6.582267371700639e-05,4.735876546249207e-19,8.391187903968535e-06
54.0,0.09177389398931358,1.860758216143207e-07,0.0003269981570179096,1.0580645161290323,0.08327322644554655,7.634530983598885e-08,7.963568613830376e-06
11.0,0.1702566091112232,0.024345443155748204,6.808943120765229e-05,11.528571428571428,0.14101386824255763,0.010466611842432564,6.472276523277998e-05
1.0,1.3814635224556895e-05,-7.98947623275432e-20,1.3814444383046915e-05,1.0,1.3814635224556895e-05,-5.1631337473628554e-20,1.3814444383046915e-05
17.0,0.00023484879881746724,-2.166423554016864e-18,0.0001114330610064578,1.0,0.00012098271454233162,-7.553556078446751e-19,8.072172816963925e-06
4.0,5.525854089822758e-05,2.388368103258479e-19,3.2117934999936454e-05,1.0,3.1576309084701474e-05,3.4347680771774743e-19,9.238571728824533e-06
43.0,0.11885992889681503,3.293407346840565e-05,0.0002639129605698533,1.04,0.10396415505448336,1.8598794096947413e-05,7.936965720712574e-06
69.0,0.17073513270683208,0.026321692047946293,0.00039958906141836535,5.891025641025641,0.14076477882670657,0.005247115043513649,3.389494884098517e-05
4.0,0.17024750802559746,0.024127023313729703,2.4941613264333942e-05,10.697368421052632,0.14092040472723125,0.009701275361419695,6.025313800991956e-05
1.0,1.3814635224556893e-05,8.335945711237246e-21,1.3814444383046916e-05,1.0,1.3814635224556893e-05,-1.7036602964768647e-19,1.3814444383046916e-05
10.0,0.047486552037053625,-1.4159654293502122e-18,6.5365087208904e-05,1.0846153846153845,0.04526526704725029,6.744023763260522e-19,8.495967235341966e-06
1.0,1.3814635224556895e-05,-1.0694148608700698e-19,1.3814444383046915e-05,1.0,1.3814635224556895e-05,-1.0826593080770252e-19,1.3814444383046915e-05
17.0,0.0918298407728112,4.5281479815851114e-08,0.00010215470576875439,1.1481481481481481,0.08301862349205139,4.753489664344583e-08,8.419382079064066e-06
55.0,0.04236815619843447,9.797779593613421e-18,0.00034026399889832716,1.0576923076923077,0.04046255312342136,1.195869117836436e-18,8.095551784120714e-06
3.0,4.1443905673670685e-05,-6.235990856626709e-20,2.6016771460973262e-05,1.0,2.4866343404202412e-05,7.065842862739266e-20,9.747002023738128e-06
21.0,0.09192563766512872,3.233062198595639e-07,0.00013102464935729245,1.0398671096345515,0.08272271090756975,1.8707801297003687e-07,7.99436163692924e-06
22.0,0.09161210843285274,6.05101573177832e-07,0.00011002073393147226,1.5942028985507246,0.08453647692235904,4.3014358351576724e-07,9.39184442944382e-06
13.0,0.1190535211467418,6.334134767660313e-05,7.754707905794931e-05,1.2608695652173914,0.10977535274867037,0.0001538516209928548,8.92140425453204e-06
2.0,0.17024490789413005,0.024065335655581374,1.252978087105085e-05,93.125,0.14958659733791504,0.08483232124681256,0.000506695195666237
